Оюутны_хувийн_дугаар,Санал_1_өгсөн_хөтөлбөрийн_дугаар,Санал_2_өгсөн_хөтөлбөрийн_нэр,Санал_3_өгсөн_хөтөлбөрийн_нэр,Санал_4_өгсөн_хөтөлбөрийн_нэр,Баталгаажуулсан_Хөтөлбөрийн_дугаар,Баталгаажуулсан_Хөтөлбөрийн_нэр
34d2e0df4dcc6d7522548fe97cc10609,Мэдээллийн технологи,Мэдээллийн систем,Компьютерийн ухаан,Програм хангамж,56f83d1eb1c7a8a9bc9106e3b9cc57f6,Мэдээллийн систем
68163d7fbcc048b43ce196ff05a52836,Програм хангамж,Компьютерийн ухаан,Мэдээллийн систем,Мэдээллийн технологи,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
b9c88a3b5bdccc19f58d925b13c97e76,Програм хангамж,Мэдээллийн технологи,Мэдээллийн систем,Компьютерийн ухаан,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
235b0f0f025c5f078ece12aa4f291bc5,Компьютерийн ухаан,Мэдээллийн систем,Мэдээллийн технологи,Програм хангамж,315aba2ef90e7b2b6c899b3f5cf232ef,Компьютерийн ухаан
400b28a964ea164ddb7107a3b8709275,Програм хангамж,Мэдээллийн систем,Компьютерийн сүлжээ,Компьютерийн ухаан,315aba2ef90e7b2b6c899b3f5cf232ef,Компьютерийн ухаан
1ab190104b5e29ffd9d938022d09059e,Програм хангамж,Компьютерийн сүлжээ,Сэргээгдэх эрчим хүч,Сүлжээний технологи,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
7fa267f662097b0e96ae44f87eefeaa0,Хүрээлэн буй орчны инженер,Сэргээгдэх эрчим хүч,Ус судлал,Програм хангамж,184a60056ed48135440878536515c598,Хүрээлэн буй орчны инженер
e0e8e836f3ea479d289a57e9dea76227,Ойн аж ахуй,Хүрээлэн буй орчны инженер,Байгаль орчныг хамгаалах технологи,Хүрээлэн буй орчин судлал,c7c49d79b71ff369f2eba7d5e77acdff,Ойн аж ахуй
c84abc0a6dfb737298f4fcaa0b579475,Програм хангамж,"Нано шинжлэх ухаан, инженерчлэл",Сэргээгдэх эрчим хүч,Хүрээлэн буй орчны инженер,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
d639fef479d048c8eb7de73cc18d2f65,Програм хангамж,Компьютерийн сүлжээ,Мэдээллийн систем,Мэдээллийн технологи,56f83d1eb1c7a8a9bc9106e3b9cc57f6,Мэдээллийн систем
8b650955838ccaa470cee7362f44ba32,Электроник,"Нано шинжлэх ухаан, инженерчлэл",Цөмийн инженерчлэл,Хэрэглээний математик,17f0d677147bec2e0bee10f2ba67b033,Электроник
af943f549aa34b6dcce10cf249d818f0,Програм хангамж,Компьютерийн ухаан,Мэдээллийн технологи,Мэдээллийн систем,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
7a3a91b322293e860ba1abf9dd3a8b9d,Програм хангамж,Мэдээллийн систем,Мэдээллийн технологи,Компьютерийн ухаан,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
ee97790b6c647f9b14b4ca83f4cbe6a5,Мэдээллийн систем,Програм хангамж,Сүлжээний технологи,Компьютерийн ухаан,56f83d1eb1c7a8a9bc9106e3b9cc57f6,Мэдээллийн систем
9e772db64900bc42b97b581cbf6954dd,Байгаль орчныг хамгаалах технологи,Статистик,Сүлжээний технологи,Компьютерийн сүлжээ,3bfb4c2b0e7748290de2428ab1b3b3ee,Статистик
b26f765005b0a1e10e7e405f0b8c30e2,Мэдээллийн технологи,Програм хангамж,Компьютерийн ухаан,Мэдээллийн систем,56f83d1eb1c7a8a9bc9106e3b9cc57f6,Мэдээллийн систем
c87aa728ccc3f2071b740594dbd7adff,Мэдээллийн систем,Програм хангамж,Мэдээллийн технологи,Статистик,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
c21ec2d28088137739691718f10851c3,Байгаль орчныг хамгаалах технологи,"Нано шинжлэх ухаан, инженерчлэл",Хүрээлэн буй орчны инженер,Програм хангамж,bc5abac869b1b6c8ec203b8561f5b4d2,Байгаль орчныг хамгаалах технологи
c7b59382400bca307a1fdebb999caf05,Програм хангамж,Мэдээллийн технологи,Мэдээллийн систем,Сүлжээний технологи,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
9ee2c8ff7a4cd1d680061b6abd078b8e,Мэдээллийн технологи,Програм хангамж,Мэдээллийн систем,Компьютерийн ухаан,315aba2ef90e7b2b6c899b3f5cf232ef,Компьютерийн ухаан
c3ab19a92df29802eb04ac64a76d5409,Програм хангамж,Мэдээллийн технологи,Мэдээллийн систем,"Нано шинжлэх ухаан, инженерчлэл",1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
b5b127f581fee5fec7c2900da6f81fc4,Мэдээллийн технологи,Био-инженерчлэл,Хүрээлэн буй орчны инженер,Сүлжээний технологи,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
2db6f8ece472acba1317267fad92e48c,Програм хангамж,Мэдээллийн технологи,Мэдээллийн систем,Компьютерийн сүлжээ,56f83d1eb1c7a8a9bc9106e3b9cc57f6,Мэдээллийн систем
fa3cfc11ab425f2b78c32df934ec5382,Програм хангамж,Электроник,Сэргээгдэх эрчим хүч,Мэдээллийн технологи,17f0d677147bec2e0bee10f2ba67b033,Электроник
05d2fa5aaaa3947601e8207018cdd8f8,Програм хангамж,Мэдээллийн технологи,Мэдээллийн систем,Компьютерийн ухаан,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
9eb30c8d0338f60969ef456bead1509e,Хүрээлэн буй орчны инженер,Био-инженерчлэл,Материал судлал,Сэргээгдэх эрчим хүч,184a60056ed48135440878536515c598,Хүрээлэн буй орчны инженер
0e5efbd4635c13a729b7de1eba9e4008,Мэдээллийн технологи,Програм хангамж,Компьютерийн ухаан,Мэдээллийн систем,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
9a0ac458b6b3b2d2691744672d10ec32,Програм хангамж,Мэдээллийн технологи,Мэдээллийн систем,Компьютерийн ухаан,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
eb2b3dfbf45388caf2d90783b1fe8217,Электроник,Сүлжээний технологи,Компьютерийн сүлжээ,Статистик,1548aadf576989d8bbda69e24e6de982,Сүлжээний технологи
92c363ec844435d605bdba91847731d1,Програм хангамж,Компьютерийн ухаан,Сэргээгдэх эрчим хүч,Мэдээллийн технологи,7e436573141ef17f961377253679621d,Сэргээгдэх эрчим хүч
fb66135ca8dfa0db583eed11d9e52275,Мэдээллийн технологи,Компьютерийн сүлжээ,Програм хангамж,Мэдээллийн систем,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
617b5a9f22498b365580da16e1c39bf7,Статистик,Сэргээгдэх эрчим хүч,Хүрээлэн буй орчин судлал,Химийн инженерчлэл,3bfb4c2b0e7748290de2428ab1b3b3ee,Статистик
0b93350184bb97ccd8ffc0468b514b19,Ойн аж ахуй,Хүрээлэн буй орчны инженер,Хүрээлэн буй орчин судлал,Байгаль орчныг хамгаалах технологи,184a60056ed48135440878536515c598,Хүрээлэн буй орчны инженер
11d11e41a8d4fb2434641898f79fead0,Програм хангамж,Мэдээллийн технологи,Мэдээллийн систем,Статистик,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
30f4fe2a51b087951f2627f143cf1a3a,Сэргээгдэх эрчим хүч,Мэдээллийн технологи,Байгаль орчныг хамгаалах технологи,Материал судлал,7e436573141ef17f961377253679621d,Сэргээгдэх эрчим хүч
bbeb20c3b594318e2b042992e782923f,Програм хангамж,Компьютерийн сүлжээ,Сүлжээний технологи,Мэдээллийн технологи,1548aadf576989d8bbda69e24e6de982,Сүлжээний технологи
427dc5510559ac57be4774b86985a612,Програм хангамж,Мэдээллийн систем,Компьютерийн ухаан,Мэдээллийн технологи,315aba2ef90e7b2b6c899b3f5cf232ef,Компьютерийн ухаан
1441040126417cb94ca88168a468920d,Хүрээлэн буй орчны инженер,Био-инженерчлэл,Ус судлал,Химийн инженерчлэл,ca62a2a5ae244bb0a315de15ece17def,Химийн инженерчлэл
4e98fbf4a6745caaf80001a89a844f46,Цөмийн инженерчлэл,Цаг уур,Хэрэглээний математик,Хүрээлэн буй орчин судлал,a4ba205b2561eff1329bba42e4589668,Хүрээлэн буй орчин судлал
49a9bb07a556ba35835a229570dc9105,Компьютерийн сүлжээ,Электроник,Мэдээллийн систем,Компьютерийн ухаан,315aba2ef90e7b2b6c899b3f5cf232ef,Компьютерийн ухаан
9c6dca47ac7a10369aed5f17cb6c9ab7,Ойн аж ахуй,Хүрээлэн буй орчин судлал,Хүрээлэн буй орчны инженер,Байгаль орчныг хамгаалах технологи,a4ba205b2561eff1329bba42e4589668,Хүрээлэн буй орчин судлал
d2aebc4e426b8e85b17cd4b6f86e3d1b,Сэргээгдэх эрчим хүч,Мэдээллийн систем,Цөмийн инженерчлэл,Ус судлал,56f83d1eb1c7a8a9bc9106e3b9cc57f6,Мэдээллийн систем
2ab5edf2d3eb3bd0e3682dd26710af8d,Сүлжээний технологи,Хүрээлэн буй орчин судлал,Статистик,Сэргээгдэх эрчим хүч,7e436573141ef17f961377253679621d,Сэргээгдэх эрчим хүч
83e8146e45e0099985cecae412eecd33,Програм хангамж,Компьютерийн сүлжээ,Мэдээллийн технологи,Хэрэглээний математик,c0737c747e76dd3cce75f87832d75c97,Хэрэглээний математик
70b11f8bd619dce39a6343b1332bc799,Мэдээллийн технологи,Электроник,Програм хангамж,Мэдээллийн систем,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
6539ddb2cf0e88251af03a3788442f1e,Мэдээллийн технологи,Мэдээллийн систем,Статистик,Програм хангамж,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
aa448f0ef4c4b13ab0f3f28eb4f2bafe,Програм хангамж,Компьютерийн сүлжээ,Материал судлал,Био-инженерчлэл,610d7c4f3800e1adcc31626348dbd91b,Био-инженерчлэл
3ac191861953e317ec7a5de7b7300a0e,Мэдээллийн технологи,Програм хангамж,Мэдээллийн систем,Компьютерийн ухаан,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
d9b8df137a14c851281e45ba6a8e9084,Сүлжээний технологи,Компьютерийн сүлжээ,Электроник,Сэргээгдэх эрчим хүч,1548aadf576989d8bbda69e24e6de982,Сүлжээний технологи
238d9711da8ef53d11ec9f4164af5174,Програм хангамж,Мэдээллийн технологи,Био-инженерчлэл,Компьютерийн ухаан,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
b3e092ad31eeabda0e39793028026b2f,Компьютерийн ухаан,Мэдээллийн технологи,Програм хангамж,Мэдээллийн систем,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
ac8f181d2f5504d5c88ba7bdd30bb407,Компьютерийн ухаан,Мэдээллийн систем,Мэдээллийн технологи,"Нано шинжлэх ухаан, инженерчлэл",6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
225ea1cdc329b2d04001ade2401ed577,Мэдээллийн технологи,Програм хангамж,Сүлжээний технологи,Компьютерийн сүлжээ,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
ae56733d3f93f03027af51d1c3e33497,Статистик,Байгаль орчныг хамгаалах технологи,Сэргээгдэх эрчим хүч,Компьютерийн сүлжээ,bc5abac869b1b6c8ec203b8561f5b4d2,Байгаль орчныг хамгаалах технологи
4c4df7cc81f6abc2f8fcbb6ac7648826,Био-инженерчлэл,"Нано шинжлэх ухаан, инженерчлэл",Хэрэглээний хими,Статистик,610d7c4f3800e1adcc31626348dbd91b,Био-инженерчлэл
1c56f8c3b7eb7023dffc63dbad599295,Мэдээллийн технологи,Програм хангамж,Компьютерийн ухаан,Мэдээллийн систем,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
87fcdbc101e863be1a4a18564abbeade,Статистик,Програм хангамж,Хэрэглээний математик,Компьютерийн ухаан,3bfb4c2b0e7748290de2428ab1b3b3ee,Статистик
1a1f67986688e952ed8ca12919c3c720,Хүрээлэн буй орчин судлал,Байгаль орчныг хамгаалах технологи,Хүрээлэн буй орчны инженер,Хэрэглээний хими,184a60056ed48135440878536515c598,Хүрээлэн буй орчны инженер
c9a498d32c4adeb733be6be2140f5e3a,Сэргээгдэх эрчим хүч,Статистик,Компьютерийн сүлжээ,Хүрээлэн буй орчин судлал,7e436573141ef17f961377253679621d,Сэргээгдэх эрчим хүч
b2187cf4bf74820043007718e4c9a7eb,Програм хангамж,Статистик,Мэдээллийн систем,Компьютерийн сүлжээ,56f83d1eb1c7a8a9bc9106e3b9cc57f6,Мэдээллийн систем
f5078889db987241946db7dba09dbc60,Мэдээллийн систем,Хүрээлэн буй орчны инженер,Сүлжээний технологи,Хүрээлэн буй орчин судлал,184a60056ed48135440878536515c598,Хүрээлэн буй орчны инженер
20bda75036b51a317c690467f6b9799e,Мэдээллийн технологи,Компьютерийн ухаан,Програм хангамж,Мэдээллийн систем,315aba2ef90e7b2b6c899b3f5cf232ef,Компьютерийн ухаан
3706c53182e5704e6a8be42506a006f9,Мэдээллийн систем,Програм хангамж,Мэдээллийн технологи,Компьютерийн сүлжээ,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
f28f2e32283aa6bc08c531a8176e8f30,Компьютерийн ухаан,Хүрээлэн буй орчин судлал,Мэдээллийн систем,Мэдээллийн технологи,315aba2ef90e7b2b6c899b3f5cf232ef,Компьютерийн ухаан
1c4dd452e2dfb1cd6c2133e8f523fbbe,Мэдээллийн систем,Програм хангамж,Компьютерийн ухаан,Мэдээллийн технологи,56f83d1eb1c7a8a9bc9106e3b9cc57f6,Мэдээллийн систем
c5325a67b39811593916f85177d1302b,Компьютерийн ухаан,Мэдээллийн систем,Мэдээллийн технологи,Програм хангамж,56f83d1eb1c7a8a9bc9106e3b9cc57f6,Мэдээллийн систем
3b3c33f5a94b72ee74ffab4474fadc4c,Статистик,Сүлжээний технологи,Химийн инженерчлэл,"Нано шинжлэх ухаан, инженерчлэл",ca62a2a5ae244bb0a315de15ece17def,Химийн инженерчлэл
5a2832e16888411091cc22518bc93b87,Компьютерийн ухаан,Програм хангамж,Мэдээллийн систем,Мэдээллийн технологи,315aba2ef90e7b2b6c899b3f5cf232ef,Компьютерийн ухаан
0082b960f61fd80d9163db98af4ffcb7,Мэдээллийн технологи,Програм хангамж,Сүлжээний технологи,Компьютерийн сүлжээ,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
e3bc53fe5b3ec561baf9e9f9d9f833f6,Хүрээлэн буй орчны инженер,Электроник,Сүлжээний технологи,Сэргээгдэх эрчим хүч,1548aadf576989d8bbda69e24e6de982,Сүлжээний технологи
2f654768a5942bcff1c1b4e64eaae3ee,Програм хангамж,Мэдээллийн технологи,Мэдээллийн систем,Компьютерийн сүлжээ,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
9f5c2abbfae61b18a63ebd8fde837734,Компьютерийн ухаан,Програм хангамж,Мэдээллийн технологи,Компьютерийн сүлжээ,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
af1860eb5d5fd30a260035bac2f95933,Програм хангамж,Сүлжээний технологи,Компьютерийн сүлжээ,Мэдээллийн технологи,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
166897e91746f6f1741a1d4e12be0312,Статистик,Материал судлал,Мэдээллийн технологи,Програм хангамж,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
b379e8a30cc04bdfeabe8d4a0ff45f23,Програм хангамж,Мэдээллийн систем,Мэдээллийн технологи,Ус судлал,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
476547a61ae3b7b66b37b4c2554db243,Хэрэглээний математик,Статистик,Мэдээллийн технологи,Сэргээгдэх эрчим хүч,c0737c747e76dd3cce75f87832d75c97,Хэрэглээний математик
8a6c565b39a0f99603f597b952e9516f,Програм хангамж,Компьютерийн ухаан,Компьютерийн сүлжээ,Мэдээллийн технологи,1007bae190bdf47e0a3fa03011dfceac,Компьютерийн сүлжээ
48178e1ecb490129a57a33181d3531e7,Програм хангамж,Мэдээллийн технологи,Компьютерийн ухаан,Мэдээллийн систем,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
118d3e7f8fc9e4adcbf48f3868a921fa,Програм хангамж,Компьютерийн ухаан,"Нано шинжлэх ухаан, инженерчлэл",Компьютерийн сүлжээ,1007bae190bdf47e0a3fa03011dfceac,Компьютерийн сүлжээ
31c2b93dc7e066568b1db68ce40d4c35,Байгаль орчныг хамгаалах технологи,Сэргээгдэх эрчим хүч,Хүрээлэн буй орчин судлал,Цаг уур,bc5abac869b1b6c8ec203b8561f5b4d2,Байгаль орчныг хамгаалах технологи
8c597e5367f8a45d7666116907559898,Компьютерийн ухаан,Програм хангамж,Компьютерийн сүлжээ,Электроник,17f0d677147bec2e0bee10f2ba67b033,Электроник
52e40d5c0f5fd2a2f20b573e991e5e3b,Мэдээллийн систем,Мэдээллийн технологи,Компьютерийн сүлжээ,Компьютерийн ухаан,56f83d1eb1c7a8a9bc9106e3b9cc57f6,Мэдээллийн систем
de82b47b0f12e0a87750866ce2e5944d,Сүлжээний технологи,Компьютерийн сүлжээ,Мэдээллийн технологи,Мэдээллийн систем,56f83d1eb1c7a8a9bc9106e3b9cc57f6,Мэдээллийн систем
e2344fd7c10a7ab498787a75215d0aeb,Статистик,Програм хангамж,Мэдээллийн систем,Мэдээллийн технологи,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
cc357c147c9fe7359d28d033f6ded61d,Электроник,Програм хангамж,Мэдээллийн систем,Хүрээлэн буй орчны инженер,17f0d677147bec2e0bee10f2ba67b033,Электроник
560e38b4b3081641d7d5f575fd48aec6,Хүрээлэн буй орчин судлал,Байгаль орчныг хамгаалах технологи,Хүрээлэн буй орчны инженер,Ойн аж ахуй,a4ba205b2561eff1329bba42e4589668,Хүрээлэн буй орчин судлал
c76bc644303060b9814a4f345d88d5d5,Байгаль орчныг хамгаалах технологи,Сэргээгдэх эрчим хүч,Хүрээлэн буй орчин судлал,Сүлжээний технологи,1548aadf576989d8bbda69e24e6de982,Сүлжээний технологи
9565f8f98f6e36f125a2b216c5e5def1,Хүрээлэн буй орчны инженер,Байгаль орчныг хамгаалах технологи,Хүрээлэн буй орчин судлал,Цаг уур,a4ba205b2561eff1329bba42e4589668,Хүрээлэн буй орчин судлал
894ed8789aa56eb27326fda4ad57ac96,Програм хангамж,Мэдээллийн систем,Мэдээллийн технологи,Компьютерийн сүлжээ,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
0d1c6ddbc7f564fcdfb038231c1d8b79,Хэрэглээний хими,Химийн инженерчлэл,Цөмийн инженерчлэл,Ус судлал,ca62a2a5ae244bb0a315de15ece17def,Химийн инженерчлэл
310c2a69b43f7918625d5c4d53e4b2d7,Мэдээллийн технологи,Мэдээллийн систем,Програм хангамж,Компьютерийн ухаан,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
469351ea199d7a2b0f5c4fbf7e169219,Байгаль орчныг хамгаалах технологи,Хүрээлэн буй орчин судлал,Цаг уур,Сэргээгдэх эрчим хүч,a4ba205b2561eff1329bba42e4589668,Хүрээлэн буй орчин судлал
8e27a465040864504e7699c71068e5fc,Програм хангамж,Электроник,Сэргээгдэх эрчим хүч,Компьютерийн ухаан,315aba2ef90e7b2b6c899b3f5cf232ef,Компьютерийн ухаан
e4f09dfdb9edbaf0e93e5f333289245f,Хүрээлэн буй орчны инженер,Статистик,Байгаль орчныг хамгаалах технологи,Сэргээгдэх эрчим хүч,184a60056ed48135440878536515c598,Хүрээлэн буй орчны инженер
2e49eff41e3353e9d5371e98e0b3505c,"Нано шинжлэх ухаан, инженерчлэл",Цөмийн инженерчлэл,Сүлжээний технологи,Химийн инженерчлэл,1548aadf576989d8bbda69e24e6de982,Сүлжээний технологи
5dd67d8d484f5f25f8fa2315ae7eb029,Мэдээллийн технологи,Програм хангамж,Компьютерийн ухаан,Компьютерийн сүлжээ,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
00b5738755af040f72440bee9ff9ac7e,Мэдээллийн технологи,Мэдээллийн систем,Компьютерийн ухаан,Програм хангамж,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
dbe1a3cc448e51e2dd0b17fa60590068,Химийн инженерчлэл,Хүрээлэн буй орчны инженер,Хэрэглээний хими,Статистик,ca62a2a5ae244bb0a315de15ece17def,Химийн инженерчлэл
fabe87c22a96f58ddaf41b1c8ec83f9e,Мэдээллийн систем,Мэдээллийн технологи,Сэргээгдэх эрчим хүч,Програм хангамж,7e436573141ef17f961377253679621d,Сэргээгдэх эрчим хүч
30d7443af06e95bb3e502adcca0cf456,Материал судлал,Хэрэглээний хими,"Нано шинжлэх ухаан, инженерчлэл",Химийн инженерчлэл,610d7c4f3800e1adcc31626348dbd91b,Био-инженерчлэл
ba60979768a1a3be8a491516b061ac98,Компьютерийн ухаан,Мэдээллийн систем,Мэдээллийн технологи,Програм хангамж,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
836e8b2f807090fed3c78231e65f3a15,Програм хангамж,Электроник,Хэрэглээний математик,Статистик,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
e1caee0bc766310444453987551c0976,Компьютерийн ухаан,Мэдээллийн технологи,Програм хангамж,Мэдээллийн систем,315aba2ef90e7b2b6c899b3f5cf232ef,Компьютерийн ухаан
8b967f240d303ea34c1802234eb1beb4,Мэдээллийн систем,Хүрээлэн буй орчны инженер,Сэргээгдэх эрчим хүч,Сүлжээний технологи,184a60056ed48135440878536515c598,Хүрээлэн буй орчны инженер
8e5d73fa77407db44f61cbbdad5c239c,Хүрээлэн буй орчны инженер,Байгаль орчныг хамгаалах технологи,Хүрээлэн буй орчин судлал,Сэргээгдэх эрчим хүч,bc5abac869b1b6c8ec203b8561f5b4d2,Байгаль орчныг хамгаалах технологи
cb3d6da9ebab863db500348735390082,Мэдээллийн технологи,Сүлжээний технологи,Хүрээлэн буй орчны инженер,Програм хангамж,1548aadf576989d8bbda69e24e6de982,Сүлжээний технологи
35d8f592e2c95196c31d1607d2bdff1c,Мэдээллийн технологи,Мэдээллийн систем,Програм хангамж,Компьютерийн ухаан,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
b299782e0082e9c9ffcc6994b7d1f2de,Электроник,Сүлжээний технологи,Статистик,Сэргээгдэх эрчим хүч,1548aadf576989d8bbda69e24e6de982,Сүлжээний технологи
b48947c31ec7a79e687850f4ccdc37d0,Мэдээллийн систем,Компьютерийн ухаан,Мэдээллийн технологи,Програм хангамж,56f83d1eb1c7a8a9bc9106e3b9cc57f6,Мэдээллийн систем
836af640e407fa7e479527e6ad3ba516,Мэдээллийн технологи,Мэдээллийн систем,Програм хангамж,Компьютерийн ухаан,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
c665baacbd5666d8914464ae5ef7555a,Цөмийн инженерчлэл,Сүлжээний технологи,Электроник,Мэдээллийн систем,192438b1c9d69a7ebd0274a86595b3f1,Цөмийн инженерчлэл
468be7f78bea5324764cdd9a7e2ef9de,Мэдээллийн систем,Програм хангамж,Мэдээллийн технологи,Сүлжээний технологи,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
c5bb15ec298cd4a93fda0475b791d105,Мэдээллийн технологи,Сүлжээний технологи,Мэдээллийн систем,Програм хангамж,56f83d1eb1c7a8a9bc9106e3b9cc57f6,Мэдээллийн систем
a8320144aa1743e6ea0d15af8a6c39e0,Компьютерийн ухаан,Програм хангамж,Мэдээллийн систем,Мэдээллийн технологи,315aba2ef90e7b2b6c899b3f5cf232ef,Компьютерийн ухаан
600746cfcb498d2a2c9dcd0ba89db217,Компьютерийн ухаан,Мэдээллийн систем,Мэдээллийн технологи,Програм хангамж,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
ae685ed3367c7fdd7c810e7270fab564,Хүрээлэн буй орчны инженер,"Нано шинжлэх ухаан, инженерчлэл",Хэрэглээний математик,Био-инженерчлэл,184a60056ed48135440878536515c598,Хүрээлэн буй орчны инженер
4cd835dcd6c6f0e202e354deb4c946b6,Электроник,Програм хангамж,Мэдээллийн технологи,Компьютерийн ухаан,17f0d677147bec2e0bee10f2ba67b033,Электроник
32db2b260c056686b604364bf0ff195b,Сэргээгдэх эрчим хүч,Электроник,Хүрээлэн буй орчны инженер,Байгаль орчныг хамгаалах технологи,7e436573141ef17f961377253679621d,Сэргээгдэх эрчим хүч
bd11bd0120a16293150fc6a0ef3b8b57,Компьютерийн ухаан,Програм хангамж,Мэдээллийн технологи,Мэдээллийн систем,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
cf5022439c5ad2966be3236a10be3f3b,Байгаль орчныг хамгаалах технологи,Цаг уур,Сэргээгдэх эрчим хүч,Мэдээллийн технологи,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
ced24d118bada61b3ac38a82b6f8fecd,Цөмийн инженерчлэл,Програм хангамж,Электроник,Мэдээллийн технологи,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
3a4c13ef2641ebee02c5a89fcb0e44c0,Компьютерийн ухаан,Сүлжээний технологи,Электроник,Мэдээллийн технологи,315aba2ef90e7b2b6c899b3f5cf232ef,Компьютерийн ухаан
e5edebe54e5b92dee95de5a4a358b442,Програм хангамж,Компьютерийн сүлжээ,Био-инженерчлэл,Цаг уур,610d7c4f3800e1adcc31626348dbd91b,Био-инженерчлэл
76eb60b99b7e46f35306f012fe147454,Мэдээллийн технологи,Мэдээллийн систем,Компьютерийн ухаан,Програм хангамж,1aad8af096eb84535da3aadae35dc2ac,Програм хангамж
ffba0b8c5bb6778d87cc6d07faa99058,Програм хангамж,Компьютерийн ухаан,Мэдээллийн технологи,Мэдээллийн систем,56f83d1eb1c7a8a9bc9106e3b9cc57f6,Мэдээллийн систем
a1eb2793f98890c9fda91f170112bd2b,Мэдээллийн систем,Програм хангамж,Мэдээллийн технологи,Статистик,56f83d1eb1c7a8a9bc9106e3b9cc57f6,Мэдээллийн систем
dfe49ca019bf0c2a58340ff47664c304,Сэргээгдэх эрчим хүч,Хүрээлэн буй орчин судлал,Материал судлал,Байгаль орчныг хамгаалах технологи,7e436573141ef17f961377253679621d,Сэргээгдэх эрчим хүч
aced7d5adcaabb7aa75e686ddbf3e53f,Мэдээллийн систем,Мэдээллийн технологи,Програм хангамж,Хэрэглээний математик,56f83d1eb1c7a8a9bc9106e3b9cc57f6,Мэдээллийн систем
3a7cedd01b4b622a397ea08c5d34ae44,Програм хангамж,Мэдээллийн технологи,Компьютерийн ухаан,Мэдээллийн систем,6b181d9a62d6fe3ed52f178cb65d1496,Мэдээллийн технологи
ea625fe05ba10d58b766114d81bf26e8,Хэрэглээний хими,Химийн инженерчлэл,Био-инженерчлэл,"Нано шинжлэх ухаан, инженерчлэл",ca62a2a5ae244bb0a315de15ece17def,Химийн инженерчлэл
2c6747a5f0870f47af8569dde69592e5,Програм хангамж,Мэдээллийн технологи,Сэргээгдэх эрчим хүч,Компьютерийн сүлжээ,7e436573141ef17f961377253679621d,Сэргээгдэх эрчим хүч
3af03d6c368de4ab81a6a23a59f7c5b5,Компьютерийн ухаан,Мэдээллийн систем,Мэдээллийн технологи,Програм хангамж,315aba2ef90e7b2b6c899b3f5cf232ef,Компьютерийн ухаан
765f503c44058ae33fac8def1c2fbfcd,Электроник,Програм хангамж,Сүлжээний технологи,Компьютерийн сүлжээ,17f0d677147bec2e0bee10f2ba67b033,Электроник
